Site,Location,Plot,Plot.Name,Class,Tag,Class.Binary,Year span,Year Start,Year End,Size1,Size2,Surv,Flower,Fruits,Row.Order,Fruits plus 1
Site 2,Ridge,Plot 1,S2R1,In,2,Neighbor,2013-2014,2013,2014,2.754167798,1.837877066,1,0,,1,
Site 2,Ridge,Plot 1,S2R1,In,3,Neighbor,2013-2014,2013,2014,1.927489225,,,0,,2,
Site 2,Ridge,Plot 1,S2R1,In,5,Neighbor,2013-2014,2013,2014,3.783787215,3.488136973,1,1,4,3,5
Site 2,Ridge,Plot 1,S2R1,Edge,9,Neighbor,2013-2014,2013,2014,1.550194994,1.011198493,1,0,,4,
Site 2,Ridge,Plot 1,S2R1,Edge,10,Neighbor,2013-2014,2013,2014,2.34870269,1.65555551,1,0,,5,
Site 2,Ridge,Plot 1,S2R1,In,13,Neighbor,2013-2014,2013,2014,-0.529246548,0.269261148,1,0,,6,
Site 2,Ridge,Plot 1,S2R1,In,16,Neighbor,2013-2014,2013,2014,1.144729886,3.090640035,1,0,,7,
Site 2,Ridge,Plot 1,S2R1,In,19,Neighbor,2013-2014,2013,2014,0.857047813,3.852780087,1,1,18,8,19
Site 2,Ridge,Plot 1,S2R1,In,24,Neighbor,2013-2014,2013,2014,2.466485726,0.451582705,1,0,,9,
Site 2,Ridge,Plot 1,S2R1,In,27,Neighbor,2013-2014,2013,2014,2.34870269,0.857047813,1,0,,10,
Site 2,Ridge,Plot 1,S2R1,In,36,Neighbor,2013-2014,2013,2014,1.992027746,0.451582705,1,0,,11,
Site 2,Ridge,Plot 1,S2R1,In,37,Neighbor,2013-2014,2013,2014,2.531024247,2.620636406,1,1,50,12,51
Site 2,Ridge,Plot 1,S2R1,In,40,Neighbor,2013-2014,2013,2014,2.215171298,1.837877066,1,0,,13,
Site 2,Ridge,Plot 1,S2R1,Edge,52,Neighbor,2013-2014,2013,2014,1.837877066,3.244790715,1,0,,14,
Site 2,Ridge,Plot 1,S2R1,Neighbor,53,Neighbor,2013-2014,2013,2014,2.243342175,1.65555551,1,0,,15,
Site 2,Ridge,Plot 1,S2R1,In,56,Neighbor,2013-2014,2013,2014,3.527357687,4.476934396,1,1,7,16,8
Site 2,Ridge,Plot 1,S2R1,Neighbor,62,Neighbor,2013-2014,2013,2014,3.159632906,2.97731135,1,1,38,17,39
Site 2,Ridge,Plot 1,S2R1,In,69,Neighbor,2013-2014,2013,2014,0.046117597,1.992027746,1,0,,18,
Site 2,Ridge,Plot 1,S2R1,In,71,Neighbor,2013-2014,2013,2014,3.932822795,3.447314979,1,1,5,19,6
Site 2,Ridge,Plot 1,S2R1,In,75,Neighbor,2013-2014,2013,2014,2.061020618,0.451582705,1,0,,20,
Site 2,Ridge,Plot 1,S2R1,Out,77,Alone,2013-2014,2013,2014,1.550194994,1.878699061,1,0,,21,
Site 2,Ridge,Plot 1,S2R1,In,78,Neighbor,2013-2014,2013,2014,1.65555551,0.046117597,1,0,,22,
Site 2,Ridge,Plot 1,S2R1,In,79,Neighbor,2013-2014,2013,2014,1.367873437,1.837877066,1,0,,23,
Site 2,Ridge,Plot 1,S2R1,In,83,Neighbor,2013-2014,2013,2014,2.109810782,3.313783586,1,0,,24,
Site 2,Ridge,Plot 1,S2R1,In,88,Neighbor,2013-2014,2013,2014,3.208423071,1.550194994,1,0,,25,
Site 2,Ridge,Plot 1,S2R1,In,92,Neighbor,2013-2014,2013,2014,1.367873437,2.061020618,1,0,,26,
Site 2,Ridge,Plot 1,S2R1,In,94,Neighbor,2013-2014,2013,2014,2.125559139,1.837877066,1,0,,27,
Site 2,Ridge,Plot 1,S2R1,In,96,Neighbor,2013-2014,2013,2014,3.254943086,2.97731135,1,0,,28,
Site 2,Ridge,Plot 1,S2R1,In,99,Neighbor,2013-2014,2013,2014,1.992027746,1.550194994,1,0,,29,
Site 2,Ridge,Plot 1,S2R1,In,A,Neighbor,2013-2014,2013,2014,1.144729886,1.773338545,1,0,,30,
Site 2,Ridge,Plot 1,S2R1,In,B,Neighbor,2013-2014,2013,2014,0.046117597,0.451582705,1,0,,31,
Site 2,Ridge,Plot 1,S2R1,In,C,Neighbor,2013-2014,2013,2014,-2.033323944,-1.340176764,1,0,,32,
Site 2,Ridge,Plot 1,S2R1,Edge,D,Neighbor,2013-2014,2013,2014,-0.647029583,-0.241564475,1,0,,33,
Site 2,Ridge,Plot 1,S2R1,Edge,E,Neighbor,2013-2014,2013,2014,-2.033323944,-2.033323944,1,0,,34,
Site 2,Ridge,Plot 1,S2R1,In,F,Neighbor,2013-2014,2013,2014,-2.726471125,-2.033323944,1,0,,35,
Site 2,Ridge,Plot 1,S2R1,In,G,Neighbor,2013-2014,2013,2014,-0.241564475,,,0,,36,
Site 2,Ridge,Plot 1,S2R1,In,H,Neighbor,2013-2014,2013,2014,-0.647029583,,,0,,37,
Site 2,Ridge,Plot 1,S2R1,In,I,Neighbor,2013-2014,2013,2014,2.284164169,,,1,14,38,15
Site 2,Ridge,Plot 1,S2R1,In,J,Neighbor,2013-2014,2013,2014,1.144729886,,,0,,39,
Site 2,Ridge,Plot 1,S2R1,In,K,Neighbor,2013-2014,2013,2014,2.397492854,,,0,,40,
Site 2,Ridge,Plot 1,S2R1,In,L,Neighbor,2013-2014,2013,2014,3.208423071,,,0,,41,
Site 2,Ridge,Plot 1,S2R1,In,M,Neighbor,2013-2014,2013,2014,0.046117597,,,0,,42,
Site 2,Ridge,Plot 1,S2R1,In,N,Neighbor,2013-2014,2013,2014,0.739264778,,,0,,43,
Site 2,Ridge,Plot 1,S2R1,In,O,Neighbor,2013-2014,2013,2014,0.674726257,,,0,,44,
Site 2,Ridge,Plot 1,S2R1,In,R,Neighbor,2013-2014,2013,2014,0.857047813,,,0,,45,
Site 2,Ridge,Plot 1,S2R1,In,S,Neighbor,2013-2014,2013,2014,1.550194994,,,0,,46,
Site 2,Ridge,Plot 1,S2R1,In,T,Neighbor,2013-2014,2013,2014,-2.033323944,,,0,,47,
Site 2,Ridge,Plot 1,S2R1,In,U,Neighbor,2013-2014,2013,2014,-1.340176764,,,0,,48,
Site 2,Ridge,Plot 1,S2R1,Out,2,Alone,2013-2014,2013,2014,,,,,,49,
Site 2,Ridge,Plot 1,S2R1,Out,15,Alone,2013-2014,2013,2014,2.571846241,2.818706319,1,1,20,50,21
Site 2,Ridge,Plot 1,S2R1,Out,21,Alone,2013-2014,2013,2014,2.908318478,3.041849871,1,1,25,51,26
Site 2,Ridge,Plot 1,S2R1,Out,28,Alone,2013-2014,2013,2014,3.932822795,4.006930767,1,0,,52,
Site 2,Ridge,Plot 1,S2R1,Out,30,Alone,2013-2014,2013,2014,1.837877066,1.992027746,1,0,,53,
Site 2,Ridge,Plot 1,S2R1,Out,33,Alone,2013-2014,2013,2014,0.857047813,2.284164169,1,0,,54,
Site 2,Ridge,Plot 1,S2R1,Out,34,Alone,2013-2014,2013,2014,1.878699061,3.159632906,1,0,,55,
Site 2,Ridge,Plot 1,S2R1,Out,38,Alone,2013-2014,2013,2014,0.569365741,1.591016988,1,0,,56,
Site 2,Ridge,Plot 1,S2R1,Out,39,Alone,2013-2014,2013,2014,1.65555551,1.367873437,1,0,,57,
Site 2,Ridge,Plot 1,S2R1,Out,42,Alone,2013-2014,2013,2014,2.061020618,2.34870269,1,0,,58,
Site 2,Ridge,Plot 1,S2R1,Out,44,Alone,2013-2014,2013,2014,1.65555551,1.992027746,1,0,,59,
Site 2,Ridge,Plot 1,S2R1,Out,57,Alone,2013-2014,2013,2014,1.837877066,,,0,,60,
Site 2,Ridge,Plot 1,S2R1,Out,59,Alone,2013-2014,2013,2014,3.67045853,4.258245195,1,0,,61,
Site 2,Ridge,Plot 1,S2R1,Out,61,Alone,2013-2014,2013,2014,3.360303602,3.137160051,1,1,44,62,45
Site 2,Ridge,Plot 1,S2R1,Out,63,Alone,2013-2014,2013,2014,2.284164169,3.734997051,1,1,31,63,32
Site 2,Ridge,Plot 1,S2R1,Out,68,Alone,2013-2014,2013,2014,1.837877066,2.243342175,1,0,,64,
Site 2,Ridge,Plot 1,S2R1,Out,73,Alone,2013-2014,2013,2014,2.571846241,,,0,,65,
Site 2,Ridge,Plot 1,S2R1,Out,81,Alone,2013-2014,2013,2014,2.215171298,2.466485726,1,1,5,66,6
Site 2,Ridge,Plot 1,S2R1,Out,85,Alone,2013-2014,2013,2014,3.565098014,3.360303602,1,1,10,67,11
Site 2,Ridge,Plot 1,S2R1,Out,86,Alone,2013-2014,2013,2014,4.035101644,4.235772339,1,1,102,68,103
Site 2,Ridge,Plot 1,S2R1,Out,95,Alone,2013-2014,2013,2014,0.163900633,0.857047813,1,0,,69,
Site 2,Ridge,Plot 2,S2R2,In,1,Neighbor,2013-2014,2013,2014,1.367873437,-0.241564475,1,0,,70,
Site 2,Ridge,Plot 2,S2R2,In,4,Neighbor,2013-2014,2013,2014,1.550194994,0.857047813,1,0,,71,
Site 2,Ridge,Plot 2,S2R2,In,7,Neighbor,2013-2014,2013,2014,-0.241564475,-2.033323944,1,0,,72,
Site 2,Ridge,Plot 2,S2R2,In,D New,Neighbor,2013-2014,2013,2014,,,,,,73,
Site 2,Ridge,Plot 2,S2R2,In,8,Neighbor,2013-2014,2013,2014,2.125559139,2.685174927,1,0,,74,
Site 2,Ridge,Plot 2,S2R2,In,12,Neighbor,2013-2014,2013,2014,0.674726257,0.674726257,1,0,,75,
Site 2,Ridge,Plot 2,S2R2,In,14,Neighbor,2013-2014,2013,2014,2.531024247,3.447314979,1,1,5,76,6
Site 2,Ridge,Plot 2,S2R2,In,17,Neighbor,2013-2014,2013,2014,-2.033323944,1.704345674,1,0,,77,
Site 2,Ridge,Plot 2,S2R2,In,26,Neighbor,2013-2014,2013,2014,0.451582705,,,0,,78,
Site 2,Ridge,Plot 2,S2R2,Edge,29,Neighbor,2013-2014,2013,2014,2.125559139,,,1,7,79,8
Site 2,Ridge,Plot 2,S2R2,In,44,Neighbor,2013-2014,2013,2014,,,,,,80,
Site 2,Ridge,Plot 2,S2R2,In,46,Neighbor,2013-2014,2013,2014,0.739264778,2.908318478,1,0,,81,
Site 2,Ridge,Plot 2,S2R2,In,48,Neighbor,2013-2014,2013,2014,-0.241564475,-1.340176764,1,0,,82,
Site 2,Ridge,Plot 2,S2R2,In,51,Neighbor,2013-2014,2013,2014,1.550194994,0.674726257,1,0,,83,
Site 2,Ridge,Plot 2,S2R2,In,55,Neighbor,2013-2014,2013,2014,0.163900633,0.163900633,1,0,,84,
Site 2,Ridge,Plot 2,S2R2,In,58,Neighbor,2013-2014,2013,2014,3.378322107,3.226772209,1,1,48,85,49
Site 2,Ridge,Plot 2,S2R2,In,65,Neighbor,2013-2014,2013,2014,2.215171298,1.591016988,1,0,,86,
Site 2,Ridge,Plot 2,S2R2,In,66,Neighbor,2013-2014,2013,2014,1.878699061,-0.529246548,1,0,,87,
Site 2,Ridge,Plot 2,S2R2,In,67,Neighbor,2013-2014,2013,2014,2.125559139,1.837877066,1,0,,88,
Site 2,Ridge,Plot 2,S2R2,In,72,Neighbor,2013-2014,2013,2014,1.837877066,1.837877066,1,0,,89,
Site 2,Ridge,Plot 2,S2R2,Edge,76,Neighbor,2013-2014,2013,2014,-1.117033213,-0.241564475,1,0,,90,
Site 2,Ridge,Plot 2,S2R2,Edge,80,Neighbor,2013-2014,2013,2014,-0.647029583,-0.934711656,1,0,,91,
Site 2,Ridge,Plot 2,S2R2,In,84,Neighbor,2013-2014,2013,2014,3.159632906,2.936489355,1,1,28,92,29
Site 2,Ridge,Plot 2,S2R2,In,87,Neighbor,2013-2014,2013,2014,-1.340176764,-0.241564475,1,0,,93,
Site 2,Ridge,Plot 2,S2R2,Edge,97,Neighbor,2013-2014,2013,2014,0.962408329,1.773338545,1,0,,94,
Site 2,Ridge,Plot 2,S2R2,In,100,Neighbor,2013-2014,2013,2014,1.303334916,1.65555551,1,0,,95,
Site 2,Ridge,Plot 2,S2R2,In,A,Neighbor,2013-2014,2013,2014,2.571846241,1.65555551,1,1,6,96,7
Site 2,Ridge,Plot 2,S2R2,Edge,A2,Neighbor,2013-2014,2013,2014,-2.726471125,,,0,,97,
Site 2,Ridge,Plot 2,S2R2,In,B,Neighbor,2013-2014,2013,2014,1.550194994,1.367873437,1,0,,98,
Site 2,Ridge,Plot 2,S2R2,In,B2,Neighbor,2013-2014,2013,2014,-2.726471125,,,0,,99,
Site 2,Ridge,Plot 2,S2R2,In,C,Neighbor,2013-2014,2013,2014,1.955660102,2.061020618,1,1,8,100,9
Site 2,Ridge,Plot 2,S2R2,Out,105,Alone,2013-2014,2013,2014,1.144729886,1.144729886,1,0,,101,
Site 2,Ridge,Plot 2,S2R2,Out,108,Alone,2013-2014,2013,2014,3.378322107,3.496105143,1,0,,102,
Site 2,Ridge,Plot 2,S2R2,Out,108 part 2,Alone,2013-2014,2013,2014,,,,,,103,
Site 2,Ridge,Plot 2,S2R2,Out,114,Alone,2013-2014,2013,2014,3.264993422,3.264993422,1,0,,104,
Site 2,Ridge,Plot 2,S2R2,Out,124,Alone,2013-2014,2013,2014,2.571846241,3.601465659,1,1,1,105,2
Site 2,Ridge,Plot 2,S2R2,Out,127,Alone,2013-2014,2013,2014,1.080191365,0.739264778,1,0,,106,
Site 2,Ridge,Plot 2,S2R2,Out,132,Alone,2013-2014,2013,2014,-1.340176764,-1.340176764,1,0,,107,
Site 2,Ridge,Plot 2,S2R2,Out,152,Alone,2013-2014,2013,2014,2.466485726,,,0,,108,
Site 2,Ridge,Plot 2,S2R2,Out,158,Alone,2013-2014,2013,2014,2.754167798,3.852780087,1,1,12,109,13
Site 2,Ridge,Plot 2,S2R2,Out,159,Alone,2013-2014,2013,2014,3.447314979,3.565098014,1,1,43,110,44
Site 2,Ridge,Plot 2,S2R2,Out,169,Alone,2013-2014,2013,2014,2.531024247,2.243342175,1,1,18,111,19
Site 2,Ridge,Plot 2,S2R2,Out,171,Alone,2013-2014,2013,2014,3.937937895,4.071469288,1,0,,112,
Site 2,Ridge,Plot 2,S2R2,Out,176,Alone,2013-2014,2013,2014,3.852780087,3.917318608,1,1,1,113,2
Site 2,Ridge,Plot 2,S2R2,Out,189,Alone,2013-2014,2013,2014,-0.241564475,-1.340176764,1,0,,114,
Site 2,West,Plot 1,S2W1,In,11,Neighbor,2013-2014,2013,2014,3.447314979,2.397492854,1,1,1,115,2
Site 2,West,Plot 1,S2W1,In,18,Neighbor,2013-2014,2013,2014,-2.726471125,0.451582705,1,0,,116,
Site 2,West,Plot 1,S2W1,In,22,Neighbor,2013-2014,2013,2014,4.586749262,4.006930767,1,0,,117,
Site 2,West,Plot 1,S2W1,Edge,31,Neighbor,2013-2014,2013,2014,4.140462159,3.467934266,1,1,0,118,1
Site 2,West,Plot 1,S2W1,In,32,Neighbor,2013-2014,2013,2014,3.447314979,4.545927268,1,0,,119,
Site 2,West,Plot 1,S2W1,Edge,35,Neighbor,2013-2014,2013,2014,4.700077947,4.338287903,1,1,13,120,14
Site 2,West,Plot 1,S2W1,Out,41,Alone,2013-2014,2013,2014,5.056752891,,,0,,121,
Site 2,West,Plot 1,S2W1,Edge,47,Neighbor,2013-2014,2013,2014,3.542625159,3.459737499,1,0,,122,
Site 2,West,Plot 1,S2W1,In,50,Neighbor,2013-2014,2013,2014,-2.726471125,,,0,,123,
Site 2,West,Plot 1,S2W1,Edge,54,Neighbor,2013-2014,2013,2014,2.97731135,4.476934396,1,0,,124,
Site 2,West,Plot 1,S2W1,Edge,60,Neighbor,2013-2014,2013,2014,3.496105143,0.962408329,1,1,5,125,6
Site 2,West,Plot 1,S2W1,Out,82,Alone,2013-2014,2013,2014,0.451582705,2.754167798,1,0,,126,
Site 2,West,Plot 1,S2W1,In,89,Neighbor,2013-2014,2013,2014,-2.033323944,-0.934711656,1,0,,127,
Site 2,West,Plot 1,S2W1,Edge,93,Neighbor,2013-2014,2013,2014,6.098206766,4.594717432,1,0,,128,
Site 2,West,Plot 1,S2W1,In,98,Neighbor,2013-2014,2013,2014,-2.726471125,0.857047813,1,0,,129,
Site 2,West,Plot 1,S2W1,In,A,Neighbor,2013-2014,2013,2014,-2.033323944,,,0,,130,
Site 2,West,Plot 1,S2W1,In,B,Neighbor,2013-2014,2013,2014,-2.726471125,,,0,,131,
Site 2,West,Plot 1,S2W1,In,C,Neighbor,2013-2014,2013,2014,,,,,,132,
Site 2,West,Plot 1,S2W1,In,D,Neighbor,2013-2014,2013,2014,,,,,,133,
Site 2,West,Plot 1,S2W1,Edge,E,Neighbor,2013-2014,2013,2014,,,,,,134,
Site 2,West,Plot 1,S2W1,In,F,Neighbor,2013-2014,2013,2014,,,,,,135,
Site 2,West,Plot 1,S2W1,In,G,Neighbor,2013-2014,2013,2014,,,,,,136,
Site 2,West,Plot 1,S2W1,In,H,Neighbor,2013-2014,2013,2014,,,,,,137,
Site 2,West,Plot 1,S2W1,In,I,Neighbor,2013-2014,2013,2014,,,,,,138,
Site 2,West,Plot 1,S2W1,In,J,Neighbor,2013-2014,2013,2014,,,,,,139,
Site 2,West,Plot 1,S2W1,Out,K,Alone,2013-2014,2013,2014,,,,,,140,
Site 2,West,Plot 1,S2W1,In,L,Neighbor,2013-2014,2013,2014,,,,,,141,
Site 2,West,Plot 1,S2W1,In,M,Neighbor,2013-2014,2013,2014,,,,,,142,
Site 2,West,Plot 1,S2W1,Edge,N,Neighbor,2013-2014,2013,2014,,,,,,143,
Site 2,West,Plot 1,S2W1,In,O,Neighbor,2013-2014,2013,2014,,,,,,144,
Site 2,West,Plot 1,S2W1,In,P,Neighbor,2013-2014,2013,2014,,,,,,145,
Site 2,West,Plot 1,S2W1,Out,6,Alone,2013-2014,2013,2014,2.061020618,1.878699061,1,0,,146,
Site 2,West,Plot 1,S2W1,Out,20,Alone,2013-2014,2013,2014,-2.726471125,-2.033323944,1,0,,147,
Site 2,West,Plot 1,S2W1,Out,25,Alone,2013-2014,2013,2014,1.367873437,1.367873437,1,0,,148,
Site 2,West,Plot 1,S2W1,Out,43,Alone,2013-2014,2013,2014,1.65555551,1.367873437,1,0,,149,
Site 2,West,Plot 1,S2W1,Out,49,Alone,2013-2014,2013,2014,3.852780087,4.055720931,1,0,,150,
Site 2,West,Plot 1,S2W1,Out,64,Alone,2013-2014,2013,2014,5.239074448,4.882399504,1,1,90,151,91
Site 2,West,Plot 1,S2W1,Out,70,Alone,2013-2014,2013,2014,0.163900633,-0.241564475,1,0,,152,
Site 2,West,Plot 1,S2W1,Out,74,Alone,2013-2014,2013,2014,-0.241564475,-1.340176764,1,0,,153,
Site 2,West,Plot 1,S2W1,Out,91,Alone,2013-2014,2013,2014,3.467934266,3.527357687,1,1,7,154,8
Site 2,West,Plot 1,S2W1,Out,151,Alone,2013-2014,2013,2014,3.917318608,3.467934266,1,1,14,155,15
Site 2,West,Plot 1,S2W1,Out,160,Alone,2013-2014,2013,2014,1.416663601,1.550194994,1,0,,156,
Site 2,West,Plot 1,S2W1,Out,168,Alone,2013-2014,2013,2014,-0.241564475,-0.934711656,1,0,,157,
Site 2,West,Plot 1,S2W1,Out,184,Alone,2013-2014,2013,2014,4.412395875,5.019397105,1,0,,158,
Site 2,West,Plot 1,S2W1,Out,193,Alone,2013-2014,2013,2014,4.140462159,4.258245195,1,1,10,159,11
Site 2,West,Plot 2,S2W2,In,106,Neighbor,2013-2014,2013,2014,5.606799228,3.948090267,1,0,,160,
Site 2,West,Plot 2,S2W2,Neighbor,121,Neighbor,2013-2014,2013,2014,4.545927268,3.208423071,1,0,,161,
Site 2,West,Plot 2,S2W2,In,128,Neighbor,2013-2014,2013,2014,4.140462159,3.917318608,1,0,,162,
Site 2,West,Plot 2,S2W2,Neighbor,149,Neighbor,2013-2014,2013,2014,2.794989793,3.341954463,1,0,,163,
Site 2,West,Plot 2,S2W2,Neighbor,166,Neighbor,2013-2014,2013,2014,4.610465789,3.629636536,1,1,36,164,37
Site 2,West,Plot 2,S2W2,In,178,Neighbor,2013-2014,2013,2014,5.741531822,5.421396005,1,1,45,165,46
Site 2,West,Plot 2,S2W2,Edge,179,Neighbor,2013-2014,2013,2014,6.012264336,5.133713932,1,1,27,166,28
Site 2,West,Plot 2,S2W2,In,181,Neighbor,2013-2014,2013,2014,4.363605711,4.035101644,1,1,4,167,5
Site 2,West,Plot 2,S2W2,In,X,Neighbor,2013-2014,2013,2014,,,,,,168,
Site 2,West,Plot 2,S2W2,In,Y,Neighbor,2013-2014,2013,2014,,,,,,169,
Site 2,West,Plot 2,S2W2,Out,101,Alone,2013-2014,2013,2014,1.18555188,1.591016988,1,0,,170,
Site 2,West,Plot 2,S2W2,Out,111,Alone,2013-2014,2013,2014,0.962408329,1.367873437,1,0,,171,
Site 2,West,Plot 2,S2W2,Out,122,Alone,2013-2014,2013,2014,2.34870269,2.215171298,1,1,2,172,3
Site 2,West,Plot 2,S2W2,Out,125,Alone,2013-2014,2013,2014,1.992027746,2.571846241,1,1,4,173,5
Site 2,West,Plot 2,S2W2,Out,136,Alone,2013-2014,2013,2014,3.341954463,3.5118535,1,1,14,174,15
Site 2,West,Plot 2,S2W2,Out,137,Alone,2013-2014,2013,2014,1.65555551,2.438314849,1,0,,175,
Site 2,West,Plot 2,S2W2,Out,140,Alone,2013-2014,2013,2014,2.97731135,3.072621529,1,1,15,176,16
Site 2,West,Plot 2,S2W2,Out,182,Alone,2013-2014,2013,2014,0.451582705,0.451582705,1,0,,177,
Site 2,West,Plot 2,S2W2,Out,195,Alone,2013-2014,2013,2014,3.719248694,4.312312416,1,1,1,178,2
Site 2,West,Plot 2,S2W2,In,A,Neighbor,2013-2014,2013,2014,-2.033323944,-2.033323944,1,0,,179,
Site 2,West,Plot 2,S2W2,Edge,B,Neighbor,2013-2014,2013,2014,-2.726471125,-2.726471125,1,0,,180,
Site 2,West,Plot 2,S2W2,In,C,Neighbor,2013-2014,2013,2014,-2.726471125,,0,0,,181,
Site 2,West,Plot 2,S2W2,In,D,Neighbor,2013-2014,2013,2014,-0.241564475,0.046117597,1,0,,182,
Site 2,West,Plot 2,S2W2,Edge,E,Neighbor,2013-2014,2013,2014,-0.934711656,-0.241564475,1,0,,183,
Site 2,West,Plot 2,S2W2,In,F,Neighbor,2013-2014,2013,2014,-2.033323944,-2.726471125,1,0,,184,
Site 2,West,Plot 2,S2W2,Out,G,Alone,2013-2014,2013,2014,-2.726471125,-2.726471125,1,0,,185,
Site 4,Ridge,Plot 0,S4R0,Edge,6,Neighbor,2013-2014,2013,2014,3.313783586,3.747419571,1,1,9,186,10
Site 4,Ridge,Plot 0,S4R0,Edge,12,Neighbor,2013-2014,2013,2014,-1.340176764,-0.647029583,1,0,,187,
Site 4,Ridge,Plot 0,S4R0,In,16,Neighbor,2013-2014,2013,2014,1.144729886,3.660408194,1,0,,188,
Site 4,Ridge,Plot 0,S4R0,In,20,Neighbor,2013-2014,2013,2014,0.046117597,1.367873437,1,0,,189,
Site 4,Ridge,Plot 0,S4R0,Edge,22,Neighbor,2013-2014,2013,2014,4.651287783,4.258245195,1,1,19,190,20
Site 4,Ridge,Plot 0,S4R0,Out,29,Alone,2013-2014,2013,2014,-2.033323944,,,0,,191,
Site 4,Ridge,Plot 0,S4R0,Out,48,Alone,2013-2014,2013,2014,2.571846241,2.794989793,1,1,7,192,8
