Site,Location,Plot,Plot.Name,Class,Tag,Class.Binary,Year span,Year Start,Year End,Size1,Size2,Surv,Flower,Fruits,Row.Order,Fruits plus 1
Site 2,Ridge,Plot 1,S2R1,Out,2,Alone,2016-2017,2016,2017,,,,,,784,
Site 2,Ridge,Plot 1,S2R1,Out,15,Alone,2016-2017,2016,2017,2.397492854,2.215171298,1,1,9,785,10
Site 2,Ridge,Plot 1,S2R1,Out,21,Alone,2016-2017,2016,2017,,,,,,786,
Site 2,Ridge,Plot 1,S2R1,Out,28,Alone,2016-2017,2016,2017,3.932822795,4.075923638,1,1,12,787,13
Site 2,Ridge,Plot 1,S2R1,Out,30,Alone,2016-2017,2016,2017,1.837877066,1.837877066,1,0,,788,
Site 2,Ridge,Plot 1,S2R1,Out,33,Alone,2016-2017,2016,2017,1.432411958,1.65555551,1,0,,789,
Site 2,Ridge,Plot 1,S2R1,Out,34,Alone,2016-2017,2016,2017,,,,,,790,
Site 2,Ridge,Plot 1,S2R1,Out,38,Alone,2016-2017,2016,2017,0.857047813,1.367873437,1,0,,791,
Site 2,Ridge,Plot 1,S2R1,Out,39,Alone,2016-2017,2016,2017,1.144729886,1.837877066,1,0,,792,
Site 2,Ridge,Plot 1,S2R1,Out,42,Alone,2016-2017,2016,2017,2.243342175,,,1,6,793,7
Site 2,Ridge,Plot 1,S2R1,Out,44,Alone,2016-2017,2016,2017,,,,,,794,
Site 2,Ridge,Plot 1,S2R1,Out,57,Alone,2016-2017,2016,2017,1.367873437,1.367873437,1,0,,795,
Site 2,Ridge,Plot 1,S2R1,Out,59,Alone,2016-2017,2016,2017,4.006930767,3.750501238,1,1,2,796,3
Site 2,Ridge,Plot 1,S2R1,Out,61,Alone,2016-2017,2016,2017,2.908318478,3.041849871,1,1,7,797,8
Site 2,Ridge,Plot 1,S2R1,Out,63,Alone,2016-2017,2016,2017,2.754167798,2.97731135,1,1,0,798,1
Site 2,Ridge,Plot 1,S2R1,Out,68,Alone,2016-2017,2016,2017,0.857047813,1.65555551,1,0,,799,
Site 2,Ridge,Plot 1,S2R1,Out,73,Alone,2016-2017,2016,2017,,,,,,800,
Site 2,Ridge,Plot 1,S2R1,Out,81,Alone,2016-2017,2016,2017,1.704345674,1.927489225,1,1,4,801,5
Site 2,Ridge,Plot 1,S2R1,Out,85,Alone,2016-2017,2016,2017,2.871950834,2.802957962,1,1,0,802,1
Site 2,Ridge,Plot 1,S2R1,Out,86,Alone,2016-2017,2016,2017,,,,,,803,
Site 2,Ridge,Plot 1,S2R1,Out,95,Alone,2016-2017,2016,2017,0.857047813,0.451582705,1,0,,804,
Site 2,Ridge,Plot 2,S2R2,In,1,Neighbor,2016-2017,2016,2017,,,,,,805,
Site 2,Ridge,Plot 2,S2R2,In,4,Neighbor,2016-2017,2016,2017,0.857047813,1.432411958,1,0,,806,
Site 2,Ridge,Plot 2,S2R2,In,7,Neighbor,2016-2017,2016,2017,-0.647029583,0.163900633,1,0,,807,
Site 2,Ridge,Plot 2,S2R2,In,D New,Neighbor,2016-2017,2016,2017,,-2.033323944,,,,808,
Site 2,Ridge,Plot 2,S2R2,In,8,Neighbor,2016-2017,2016,2017,1.773338545,1.262512922,1,1,5,809,6
Site 2,Ridge,Plot 2,S2R2,In,12,Neighbor,2016-2017,2016,2017,0.857047813,0.046117597,1,0,,810,
Site 2,Ridge,Plot 2,S2R2,In,14,Neighbor,2016-2017,2016,2017,2.908318478,3.447314979,1,0,,811,
Site 2,Ridge,Plot 2,S2R2,In,17,Neighbor,2016-2017,2016,2017,,,,,,812,
Site 2,Ridge,Plot 2,S2R2,In,26,Neighbor,2016-2017,2016,2017,1.080191365,1.080191365,1,0,,813,
Site 2,Ridge,Plot 2,S2R2,Edge,29,Neighbor,2016-2017,2016,2017,,,,,,814,
Site 2,Ridge,Plot 2,S2R2,In,44,Neighbor,2016-2017,2016,2017,,,,,,815,
Site 2,Ridge,Plot 2,S2R2,In,46,Neighbor,2016-2017,2016,2017,,,,,,816,
Site 2,Ridge,Plot 2,S2R2,In,48,Neighbor,2016-2017,2016,2017,0.163900633,-1.340176764,1,0,,817,
Site 2,Ridge,Plot 2,S2R2,In,51,Neighbor,2016-2017,2016,2017,,,,,,818,
Site 2,Ridge,Plot 2,S2R2,In,55,Neighbor,2016-2017,2016,2017,-2.033323944,-1.340176764,1,0,,819,
Site 2,Ridge,Plot 2,S2R2,In,58,Neighbor,2016-2017,2016,2017,3.224171428,3.137160051,1,1,27,820,28
Site 2,Ridge,Plot 2,S2R2,In,65,Neighbor,2016-2017,2016,2017,1.080191365,0.046117597,1,0,,821,
Site 2,Ridge,Plot 2,S2R2,In,66,Neighbor,2016-2017,2016,2017,,,,,,822,
Site 2,Ridge,Plot 2,S2R2,In,67,Neighbor,2016-2017,2016,2017,2.061020618,1.367873437,1,1,5,823,6
Site 2,Ridge,Plot 2,S2R2,In,72,Neighbor,2016-2017,2016,2017,,,,,,824,
Site 2,Ridge,Plot 2,S2R2,Edge,76,Neighbor,2016-2017,2016,2017,-2.033323944,-1.340176764,1,0,,825,
Site 2,Ridge,Plot 2,S2R2,Edge,80,Neighbor,2016-2017,2016,2017,-1.340176764,0.962408329,1,0,,826,
Site 2,Ridge,Plot 2,S2R2,In,84,Neighbor,2016-2017,2016,2017,2.72884999,2.97731135,1,1,6,827,7
Site 2,Ridge,Plot 2,S2R2,In,87,Neighbor,2016-2017,2016,2017,0.046117597,-0.934711656,1,0,,828,
Site 2,Ridge,Plot 2,S2R2,Edge,97,Neighbor,2016-2017,2016,2017,,,,,,829,
Site 2,Ridge,Plot 2,S2R2,In,100,Neighbor,2016-2017,2016,2017,1.65555551,1.837877066,1,1,0,830,1
Site 2,Ridge,Plot 2,S2R2,In,A,Neighbor,2016-2017,2016,2017,,,,,,831,
Site 2,Ridge,Plot 2,S2R2,Edge,A2,Neighbor,2016-2017,2016,2017,,,,,,832,
Site 2,Ridge,Plot 2,S2R2,In,B,Neighbor,2016-2017,2016,2017,,,,,,833,
Site 2,Ridge,Plot 2,S2R2,In,B2,Neighbor,2016-2017,2016,2017,,,,,,834,
Site 2,Ridge,Plot 2,S2R2,In,C,Neighbor,2016-2017,2016,2017,,,,,,835,
Site 2,Ridge,Plot 2,S2R2,Out,105,Alone,2016-2017,2016,2017,,-0.241564475,1,,,836,
Site 2,Ridge,Plot 2,S2R2,Out,108,Alone,2016-2017,2016,2017,0.857047813,1.080191365,1,0,,837,
Site 2,Ridge,Plot 2,S2R2,Out,108 part 2,Alone,2016-2017,2016,2017,0.163900633,0.857047813,1,0,,838,
Site 2,Ridge,Plot 2,S2R2,Out,114,Alone,2016-2017,2016,2017,3.264993422,3.76576871,1,0,,839,
Site 2,Ridge,Plot 2,S2R2,Out,124,Alone,2016-2017,2016,2017,2.551643534,2.871950834,1,1,7,840,8
Site 2,Ridge,Plot 2,S2R2,Out,127,Alone,2016-2017,2016,2017,1.144729886,1.550194994,1,0,,841,
Site 2,Ridge,Plot 2,S2R2,Out,132,Alone,2016-2017,2016,2017,-2.033323944,-2.033323944,1,0,,842,
Site 2,Ridge,Plot 2,S2R2,Out,152,Alone,2016-2017,2016,2017,1.18555188,1.550194994,1,0,,843,
Site 2,Ridge,Plot 2,S2R2,Out,158,Alone,2016-2017,2016,2017,2.97731135,3.313783586,1,1,2,844,3
Site 2,Ridge,Plot 2,S2R2,Out,159,Alone,2016-2017,2016,2017,,,,,,845,
Site 2,Ridge,Plot 2,S2R2,Out,169,Alone,2016-2017,2016,2017,2.648807283,2.34870269,1,1,2,846,3
Site 2,Ridge,Plot 2,S2R2,Out,171,Alone,2016-2017,2016,2017,4.115144351,3.783787215,1,0,,847,
Site 2,Ridge,Plot 2,S2R2,Out,176,Alone,2016-2017,2016,2017,,3.601465659,,,,848,
Site 2,Ridge,Plot 2,S2R2,Out,189,Alone,2016-2017,2016,2017,,,,,,849,
Site 2,West,Plot 1,S2W1,In,11,Neighbor,2016-2017,2016,2017,2.685174927,2.571846241,1,1,0,850,1
Site 2,West,Plot 1,S2W1,In,18,Neighbor,2016-2017,2016,2017,-0.241564475,-0.241564475,1,0,,851,
Site 2,West,Plot 1,S2W1,In,22,Neighbor,2016-2017,2016,2017,3.382776458,3.629636536,1,0,,852,
Site 2,West,Plot 1,S2W1,Edge,31,Neighbor,2016-2017,2016,2017,2.97731135,2.871950834,1,1,5,853,6
Site 2,West,Plot 1,S2W1,In,32,Neighbor,2016-2017,2016,2017,2.72884999,2.849477978,1,0,,854,
Site 2,West,Plot 1,S2W1,Edge,35,Neighbor,2016-2017,2016,2017,4.140462159,4.466463096,1,0,,855,
Site 2,West,Plot 1,S2W1,Out,41,Alone,2016-2017,2016,2017,4.476934396,4.140462159,1,0,,856,
Site 2,West,Plot 1,S2W1,Edge,47,Neighbor,2016-2017,2016,2017,2.890299973,2.648807283,1,1,3,857,4
Site 2,West,Plot 1,S2W1,In,50,Neighbor,2016-2017,2016,2017,0.451582705,,,0,,858,
Site 2,West,Plot 1,S2W1,Edge,54,Neighbor,2016-2017,2016,2017,1.432411958,1.773338545,1,0,,859,
Site 2,West,Plot 1,S2W1,Edge,60,Neighbor,2016-2017,2016,2017,2.754167798,2.284164169,1,0,,860,
Site 2,West,Plot 1,S2W1,Out,82,Alone,2016-2017,2016,2017,0.046117597,0.046117597,1,0,,861,
Site 2,West,Plot 1,S2W1,In,89,Neighbor,2016-2017,2016,2017,,,,,,862,
Site 2,West,Plot 1,S2W1,Edge,93,Neighbor,2016-2017,2016,2017,4.795388127,4.795388127,1,0,,863,
Site 2,West,Plot 1,S2W1,In,98,Neighbor,2016-2017,2016,2017,0.451582705,0.451582705,1,0,,864,
Site 2,West,Plot 1,S2W1,In,A,Neighbor,2016-2017,2016,2017,,,,,,865,
Site 2,West,Plot 1,S2W1,In,B,Neighbor,2016-2017,2016,2017,-1.340176764,-1.340176764,1,0,,866,
Site 2,West,Plot 1,S2W1,In,C,Neighbor,2016-2017,2016,2017,-2.033323944,-2.033323944,1,0,,867,
Site 2,West,Plot 1,S2W1,In,D,Neighbor,2016-2017,2016,2017,-3.419618306,-3.419618306,1,0,,868,
Site 2,West,Plot 1,S2W1,Edge,E,Neighbor,2016-2017,2016,2017,-2.726471125,-2.033323944,1,0,,869,
Site 2,West,Plot 1,S2W1,In,F,Neighbor,2016-2017,2016,2017,-4.805912667,-4.805912667,1,0,,870,
Site 2,West,Plot 1,S2W1,In,G,Neighbor,2016-2017,2016,2017,-0.647029583,-0.647029583,1,0,,871,
Site 2,West,Plot 1,S2W1,In,H,Neighbor,2016-2017,2016,2017,-1.340176764,-1.340176764,1,0,,872,
Site 2,West,Plot 1,S2W1,In,I,Neighbor,2016-2017,2016,2017,-0.647029583,-0.241564475,1,0,,873,
Site 2,West,Plot 1,S2W1,In,J,Neighbor,2016-2017,2016,2017,-3.419618306,-3.419618306,1,0,,874,
Site 2,West,Plot 1,S2W1,Out,K,Alone,2016-2017,2016,2017,-1.340176764,-1.340176764,1,0,,875,
Site 2,West,Plot 1,S2W1,In,L,Neighbor,2016-2017,2016,2017,-1.340176764,-1.340176764,1,0,,876,
Site 2,West,Plot 1,S2W1,In,M,Neighbor,2016-2017,2016,2017,-1.340176764,-0.241564475,1,0,,877,
Site 2,West,Plot 1,S2W1,Edge,N,Neighbor,2016-2017,2016,2017,-2.033323944,-1.340176764,1,0,,878,
Site 2,West,Plot 1,S2W1,In,O,Neighbor,2016-2017,2016,2017,-2.033323944,-1.340176764,1,0,,879,
Site 2,West,Plot 1,S2W1,In,P,Neighbor,2016-2017,2016,2017,,-4.112765486,1,,,880,
Site 2,West,Plot 1,S2W1,Out,6,Alone,2016-2017,2016,2017,2.571846241,2.794989793,1,0,,881,
Site 2,West,Plot 1,S2W1,Out,20,Alone,2016-2017,2016,2017,-2.033323944,,,0,,882,
Site 2,West,Plot 1,S2W1,Out,25,Alone,2016-2017,2016,2017,1.367873437,1.432411958,1,0,,883,
Site 2,West,Plot 1,S2W1,Out,43,Alone,2016-2017,2016,2017,1.65555551,2.243342175,1,0,,884,
Site 2,West,Plot 1,S2W1,Out,49,Alone,2016-2017,2016,2017,3.783787215,4.102240947,1,1,0,885,1
Site 2,West,Plot 1,S2W1,Out,64,Alone,2016-2017,2016,2017,4.594717432,4.760702569,1,1,17,886,18
Site 2,West,Plot 1,S2W1,Out,70,Alone,2016-2017,2016,2017,0.163900633,,,0,,887,
Site 2,West,Plot 1,S2W1,Out,74,Alone,2016-2017,2016,2017,-1.340176764,,,0,,888,
Site 2,West,Plot 1,S2W1,Out,91,Alone,2016-2017,2016,2017,2.936489355,3.313783586,1,0,,889,
Site 2,West,Plot 1,S2W1,Out,151,Alone,2016-2017,2016,2017,3.565098014,4.055720931,1,0,,890,
Site 2,West,Plot 1,S2W1,Out,160,Alone,2016-2017,2016,2017,2.061020618,2.551643534,1,1,0,891,1
Site 2,West,Plot 1,S2W1,Out,168,Alone,2016-2017,2016,2017,-2.033323944,-0.647029583,1,0,,892,
Site 2,West,Plot 1,S2W1,Out,184,Alone,2016-2017,2016,2017,4.312312416,4.599994489,1,0,,893,
Site 2,West,Plot 1,S2W1,Out,193,Alone,2016-2017,2016,2017,,,,,,894,
Site 2,West,Plot 2,S2W2,In,106,Neighbor,2016-2017,2016,2017,4.205000681,4.412395875,1,0,,895,
Site 2,West,Plot 2,S2W2,Neighbor,121,Neighbor,2016-2017,2016,2017,2.97731135,3.072621529,1,0,,896,
Site 2,West,Plot 2,S2W2,In,128,Neighbor,2016-2017,2016,2017,4.035101644,3.313783586,1,0,,897,
Site 2,West,Plot 2,S2W2,Neighbor,149,Neighbor,2016-2017,2016,2017,3.131462029,3.827462279,1,0,,898,
Site 2,West,Plot 2,S2W2,Neighbor,166,Neighbor,2016-2017,2016,2017,4.035101644,,,0,,899,
Site 2,West,Plot 2,S2W2,In,178,Neighbor,2016-2017,2016,2017,4.294612839,4.92891952,1,0,,900,
Site 2,West,Plot 2,S2W2,Edge,179,Neighbor,2016-2017,2016,2017,4.92891952,5.279896443,1,0,,901,
Site 2,West,Plot 2,S2W2,In,181,Neighbor,2016-2017,2016,2017,4.140462159,3.747419571,1,0,,902,
Site 2,West,Plot 2,S2W2,In,X,Neighbor,2016-2017,2016,2017,,-0.647029583,,,,903,
Site 2,West,Plot 2,S2W2,In,Y,Neighbor,2016-2017,2016,2017,,-0.647029583,,,,904,
Site 2,West,Plot 2,S2W2,Out,101,Alone,2016-2017,2016,2017,0.857047813,1.65555551,1,0,,905,
Site 2,West,Plot 2,S2W2,Out,111,Alone,2016-2017,2016,2017,1.080191365,1.432411958,1,0,,906,
Site 2,West,Plot 2,S2W2,Out,122,Alone,2016-2017,2016,2017,1.550194994,1.550194994,1,0,,907,
Site 2,West,Plot 2,S2W2,Out,125,Alone,2016-2017,2016,2017,1.080191365,2.061020618,1,0,,908,
Site 2,West,Plot 2,S2W2,Out,136,Alone,2016-2017,2016,2017,3.747419571,3.576147851,1,1,0,909,1
Site 2,West,Plot 2,S2W2,Out,137,Alone,2016-2017,2016,2017,2.802957962,2.802957962,1,1,2,910,3
Site 2,West,Plot 2,S2W2,Out,140,Alone,2016-2017,2016,2017,3.542625159,3.137160051,1,0,,911,
Site 2,West,Plot 2,S2W2,Out,182,Alone,2016-2017,2016,2017,1.144729886,0.451582705,1,0,,912,
Site 2,West,Plot 2,S2W2,Out,195,Alone,2016-2017,2016,2017,4.053450782,3.830307231,1,1,0,913,1
Site 2,West,Plot 2,S2W2,In,A,Neighbor,2016-2017,2016,2017,-2.033323944,-2.033323944,1,0,,914,
Site 2,West,Plot 2,S2W2,Edge,B,Neighbor,2016-2017,2016,2017,-2.726471125,-2.726471125,1,0,,915,
Site 2,West,Plot 2,S2W2,In,C,Neighbor,2016-2017,2016,2017,,,,,,916,
Site 2,West,Plot 2,S2W2,In,D,Neighbor,2016-2017,2016,2017,-0.241564475,0.046117597,1,0,,917,
Site 2,West,Plot 2,S2W2,Edge,E,Neighbor,2016-2017,2016,2017,-0.241564475,0.163900633,1,0,,918,
Site 2,West,Plot 2,S2W2,In,F,Neighbor,2016-2017,2016,2017,-3.419618306,-3.419618306,1,0,,919,
Site 2,West,Plot 2,S2W2,Out,G,Alone,2016-2017,2016,2017,,,,,,920,
Site 4,Ridge,Plot 0,S4R0,Edge,6,Neighbor,2016-2017,2016,2017,3.041849871,3.932822795,1,1,5,921,6
Site 4,Ridge,Plot 0,S4R0,Edge,12,Neighbor,2016-2017,2016,2017,-0.647029583,-0.934711656,1,0,,922,
Site 4,Ridge,Plot 0,S4R0,In,16,Neighbor,2016-2017,2016,2017,2.34870269,2.284164169,1,1,4,923,5
Site 4,Ridge,Plot 0,S4R0,In,20,Neighbor,2016-2017,2016,2017,0.674726257,1.080191365,1,0,,924,
Site 4,Ridge,Plot 0,S4R0,Edge,22,Neighbor,2016-2017,2016,2017,3.393826294,3.970563123,1,1,2,925,3
Site 4,Ridge,Plot 0,S4R0,Out,29,Alone,2016-2017,2016,2017,-0.647029583,-1.340176764,1,0,,926,
Site 4,Ridge,Plot 0,S4R0,Out,48,Alone,2016-2017,2016,2017,1.704345674,1.080191365,1,0,,927,
Site 4,Ridge,Plot 0,S4R0,In,62,Neighbor,2016-2017,2016,2017,2.936489355,3.747419571,1,1,0,928,1
Site 4,Ridge,Plot 0,S4R0,Edge,72,Neighbor,2016-2017,2016,2017,3.254943086,2.34870269,1,1,0,929,1
Site 4,Ridge,Plot 0,S4R0,In,73,Neighbor,2016-2017,2016,2017,2.215171298,1.432411958,1,0,,930,
Site 4,Ridge,Plot 0,S4R0,In,81,Neighbor,2016-2017,2016,2017,2.571846241,3.159632906,1,1,0,931,1
Site 4,Ridge,Plot 0,S4R0,Edge,90,Neighbor,2016-2017,2016,2017,1.432411958,0.674726257,1,0,,932,
Site 4,Ridge,Plot 0,S4R0,In,100,Neighbor,2016-2017,2016,2017,1.144729886,0.739264778,1,0,,933,
Site 4,Ridge,Plot 0,S4R0,In,9,Neighbor,2016-2017,2016,2017,3.719248694,3.527357687,1,1,6,934,7
Site 4,Ridge,Plot 0,S4R0,Out,60,Alone,2016-2017,2016,2017,3.378322107,3.734997051,1,1,17,935,18
Site 4,Ridge,Plot 0,S4R0,In,61,Neighbor,2016-2017,2016,2017,1.144729886,0.451582705,1,0,,936,
Site 4,Ridge,Plot 0,S4R0,Out,66,Alone,2016-2017,2016,2017,0.451582705,1.144729886,1,0,,937,
Site 4,Ridge,Plot 0,S4R0,Out,69,Alone,2016-2017,2016,2017,0.451582705,0.451582705,1,0,,938,
Site 4,Ridge,Plot 0,S4R0,Out,82,Alone,2016-2017,2016,2017,,,,,,939,
Site 4,Ridge,Plot 0,S4R0,Out,85,Alone,2016-2017,2016,2017,2.571846241,1.837877066,1,0,,940,
Site 4,Ridge,Plot 0,S4R0,In,91,Neighbor,2016-2017,2016,2017,-0.241564475,0.451582705,1,0,,941,
Site 4,Ridge,Plot 0,S4R0,Out,95,Alone,2016-2017,2016,2017,3.478086638,2.397492854,1,1,5,942,6
Site 4,Ridge,Plot 1,S4R1,Out,8,Alone,2016-2017,2016,2017,-0.934711656,0.163900633,1,0,,943,
Site 4,Ridge,Plot 1,S4R1,In,18,Neighbor,2016-2017,2016,2017,4.171233818,3.747419571,1,1,12,944,13
Site 4,Ridge,Plot 1,S4R1,Edge,21,Neighbor,2016-2017,2016,2017,,,,,,945,
Site 4,Ridge,Plot 1,S4R1,Edge,23,Neighbor,2016-2017,2016,2017,2.061020618,1.65555551,1,0,,946,
Site 4,Ridge,Plot 1,S4R1,In,34,Neighbor,2016-2017,2016,2017,1.927489225,1.773338545,1,0,,947,
Site 4,Ridge,Plot 1,S4R1,In,36,Neighbor,2016-2017,2016,2017,,,,,,948,
Site 4,Ridge,Plot 1,S4R1,In,38,Neighbor,2016-2017,2016,2017,,,,,,949,
Site 4,Ridge,Plot 1,S4R1,In,40,Neighbor,2016-2017,2016,2017,2.890299973,2.936489355,1,1,0,950,1
Site 4,Ridge,Plot 1,S4R1,Neighbor,51,Neighbor,2016-2017,2016,2017,3.090640035,3.421997171,1,1,6,951,7
Site 4,Ridge,Plot 1,S4R1,Out,2,Alone,2016-2017,2016,2017,2.551643534,2.908318478,1,1,1,952,2
Site 4,Ridge,Plot 1,S4R1,Out,15,Alone,2016-2017,2016,2017,,,,,,953,
Site 4,Ridge,Plot 1,S4R1,Out,42,Alone,2016-2017,2016,2017,3.409093766,3.660408194,1,0,,954,
Site 4,Ridge,Plot 1,S4R1,In,45,Neighbor,2016-2017,2016,2017,4.269295031,3.91991939,1,0,,955,
Site 4,Ridge,Plot 1,S4R1,Neighbor,47,Neighbor,2016-2017,2016,2017,,,,,,956,
Site 4,Ridge,Plot 1,S4R1,Out,50,Alone,2016-2017,2016,2017,2.156330798,1.955660102,1,1,0,957,1
Site 4,Ridge,Plot 1,S4R1,Out,52,Alone,2016-2017,2016,2017,2.36112521,2.794989793,1,1,6,958,7
Site 4,Ridge,Plot 1,S4R1,Out,65,Alone,2016-2017,2016,2017,4.086973474,2.908318478,1,0,,959,
Site 4,Ridge,Plot 1,S4R1,Edge,67,Neighbor,2016-2017,2016,2017,1.992027746,1.550194994,1,1,0,960,1
Site 4,Ridge,Plot 1,S4R1,Out,84,Alone,2016-2017,2016,2017,0.674726257,0.857047813,1,0,,961,
Site 4,Ridge,Plot 1,S4R1,Out,97,Alone,2016-2017,2016,2017,0.674726257,0.674726257,1,0,,962,
Site 4,Ridge,Plot 1,S4R1,Out,98,Alone,2016-2017,2016,2017,2.215171298,1.837877066,1,1,0,963,1
Site 4,Ridge,Plot 2,S4R2,In,13,Neighbor,2016-2017,2016,2017,3.783787215,4.913652048,1,1,0,964,1
Site 4,Ridge,Plot 2,S4R2,In,24,Neighbor,2016-2017,2016,2017,-1.340176764,0.163900633,1,0,,965,
Site 4,Ridge,Plot 2,S4R2,In,27,Neighbor,2016-2017,2016,2017,3.747419571,2.685174927,1,0,,966,
Site 4,Ridge,Plot 2,S4R2,Out,28,Alone,2016-2017,2016,2017,-0.934711656,-0.934711656,1,0,,967,
Site 4,Ridge,Plot 2,S4R2,In,43,Neighbor,2016-2017,2016,2017,,,,,,968,
Site 4,Ridge,Plot 2,S4R2,Out,49,Alone,2016-2017,2016,2017,0.857047813,0.857047813,1,0,,969,
Site 4,Ridge,Plot 2,S4R2,In,74,Neighbor,2016-2017,2016,2017,1.144729886,0.739264778,1,0,,970,
Site 4,Ridge,Plot 2,S4R2,Neighbor,83,Neighbor,2016-2017,2016,2017,,,,,,971,
Site 4,Ridge,Plot 2,S4R2,Out,87,Alone,2016-2017,2016,2017,2.34870269,2.871950834,1,0,,972,
Site 4,Ridge,Plot 2,S4R2,In,88,Neighbor,2016-2017,2016,2017,,,,,,973,
Site 4,Ridge,Plot 2,S4R2,In,89,Neighbor,2016-2017,2016,2017,0.163900633,0.163900633,1,0,,974,
Site 4,Ridge,Plot 2,S4R2,Out,93,Alone,2016-2017,2016,2017,2.571846241,2.243342175,1,0,,975,
Site 4,Ridge,Plot 2,S4R2,Out,A,Alone,2016-2017,2016,2017,1.144729886,0.857047813,1,0,,976,
Site 4,Ridge,Plot 2,S4R2,Out,B,Alone,2016-2017,2016,2017,0.451582705,-0.241564475,1,0,,977,
Site 4,Ridge,Plot 3,S4R3,Out,3,Alone,2016-2017,2016,2017,,2.061020618,,,,978,
Site 4,Ridge,Plot 3,S4R3,Out,17,Alone,2016-2017,2016,2017,,1.837877066,,,,979,
Site 4,Ridge,Plot 3,S4R3,Out,35,Alone,2016-2017,2016,2017,,3.054272391,,,,980,
